14
16
9
7
14
10
15
3
0
14
15
7
7
14
6
10
2
10
15
8
2
4
3
9
13
2
16
4
13
6
7
1
0
16
0
5
14
6
16
8
1
9
12
9
12
12
15
11
3
13
13
